tipo,cidade,bairro,area_m2,quartos,banheiros,suites,andar,vagas,preco,preco_m2,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,estado,tipo_imovel_padronizado,tem_geolocalizacao,tem_endereco_estruturado,andar_informado
apartamento,Fortaleza,Siqueira,44.0,2.0,1.0,1.0,1.0,1.0,70000.0,1590.909090909091,True,False,False,True,True,False,False,False,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Prefeito José Walter,44.0,2.0,2.0,1.0,0.0,1.0,260000.0,5909.090909090909,False,False,False,True,True,True,True,False,True,True,False,CE,apartamento_padrao,True,True,True
casa,Fortaleza,Manoel Sátiro,103.0,3.0,3.0,1.0,0.0,1.0,350000.0,3398.0582524271845,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao,True,True,True
apartamento,Fortaleza,Meireles,21.0,1.0,1.0,1.0,0.0,1.0,556131.0,26482.428571428572,False,True,False,True,True,False,False,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,70.0,3.0,2.0,1.0,0.0,1.0,465000.0,6642.857142857143,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Damas,70.0,3.0,2.0,1.0,0.0,1.0,440000.0,6285.714285714285,True,False,True,True,True,False,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Padre Andrade,77.0,2.0,2.0,1.0,0.0,1.0,250000.0,3246.753246753247,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Ancuri,54.0,2.0,2.0,2.0,0.0,1.0,195000.0,3611.1111111111113,False,False,True,False,False,False,False,True,False,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Manuel Dias Branco,145.0,3.0,4.0,3.0,0.0,3.0,1499000.0,10337.931034482759,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Aldeota,160.0,3.0,4.0,3.0,9.0,2.0,710000.0,4437.5,False,False,False,False,False,False,False,True,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Parque Iracema,105.0,3.0,3.0,3.0,12.0,2.0,920000.0,8761.904761904761,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Vicente Pinzon,51.0,2.0,2.0,1.0,10.0,1.0,385000.0,7549.019607843137,True,True,True,True,False,False,True,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Ancuri,55.0,2.0,2.0,1.0,0.0,1.0,185000.0,3363.6363636363635,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Ancuri,55.0,2.0,2.0,1.0,0.0,1.0,185000.0,3363.6363636363635,False,False,True,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Vicente Pinzon,140.0,3.0,3.0,2.0,0.0,2.0,350000.0,2500.0,True,True,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Parque Iracema,72.0,2.0,2.0,1.0,9.0,1.0,644000.0,8944.444444444445,True,False,True,True,False,False,True,True,True,False,True,CE,apartamento_padrao,True,True,True
