tipo_imovel,metragem,quartos,banheiros,suites,preco_anuncio,latitude,longitude,portaria_24h_normalizado,vista_mar_normalizado,condominio_fechado_normalizado,piscina_normalizado,deck_normalizado,varanda_normalizado,varanda_gourmet_normalizado,academia_normalizado,salao_festas_normalizado,salao_jogos_normalizado,quadra_normalizado,playground_normalizado,brinquedoteca_normalizado,coworking_normalizado,pet_place_normalizado,elevador_normalizado,nascente_normalizado,andar_alto_normalizado,mobiliado_normalizado,reformado_normalizado,frente_mar_normalizado,vista_livre_normalizado,tipo_anuncio_normalizado,anuncio_criado,nota_media
Apartamento,50.0,2.0,2.0,1.0,229.000,-3.787,-38.524,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-20,0.0
Casa,208.0,4.0,5.0,3.0,1.500.000,-3.812868,-38.470126,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-04-25,0.0
Apartamento,110.0,3.0,4.0,3.0,1.120.000,-3.763709,-38.494957,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,normal,2025-09-19,0.0
Imóvel comercial,230.36,2.0,6.0,4.0,700.000,-3.771649,-38.489769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-23,0.0
Apartamento,40.0,2.0,2.0,1.0,230.000,-3.851102,-38.486298,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,70.0,3.0,2.0,2.0,692.513,-3.775,-38.475,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,normal,2025-10-28,0.0
Apartamento,92.0,3.0,3.0,1.0,880.000,-3.787938,-38.478678,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,normal,2026-06-10,0.0
Apartamento,94.0,3.0,3.0,3.0,1.149.600,-3.734565,-38.514595,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2023-04-08,0.0
Apartamento,50.0,2.0,1.0,,130.000,-3.87,-38.521,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2024-07-04,0.0
Apartamento,60.0,2.0,2.0,1.0,348.000,-3.75,-38.448,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-25,0.0
Apartamento,71.6,3.0,2.0,2.0,643.546,-3.775359,-38.484513,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2022-06-24,0.0
Lote/Terreno,200.0,,,,468.000,-3.824694,-38.551263,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2023-06-08,0.0
Imóvel comercial,292.0,4.0,5.0,3.0,750.000,-3.773,-38.494,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-02-24,0.0
Apartamento,45.47,2.0,1.0,0.0,290.000,-3.807092,-38.526055,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,normal,2025-07-07,0.0
Apartamento,45.0,2.0,1.0,0.0,70.000,-3.809,-38.549582,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,repasse,2025-07-19,0.0
Apartamento,54.0,2.0,2.0,2.0,585.000,-3.775412,-38.477978,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,598.38,2.0,2.0,1.0,645.000,-3.746529,-38.468867,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,normal,2024-06-07,0.0
Apartamento,122.0,2.0,4.0,3.0,1.100.000,-3.744,-38.493,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-03,0.0
Apartamento,111.0,3.0,3.0,1.0,400.000,-3.74787,-38.528766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-20,0.0
Apartamento,46.0,2.0,1.0,0.0,240.000,-3.816835,-38.452191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,normal,2026-05-29,0.0
Apartamento,60.0,2.0,1.0,0.0,60.000,-3.811708,-38.558419,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,repasse,2026-06-09,0.0
Apartamento,51.0,2.0,2.0,1.0,500.000,-3.7455,-38.531876,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,44.0,2.0,1.0,0.0,174.800,-3.828,-38.565,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-08,0.0
Apartamento,44.0,2.0,1.0,,190.000,-3.808112,-38.630128,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,leilão,2025-09-30,0.0
Apartamento,38.0,2.0,1.0,0.0,40.000,-3.808399,-38.591599,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,repasse,2026-06-10,0.0
Apartamento,44.0,2.0,1.0,0.0,255.000,-3.771709,-38.495734,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,158.0,3.0,4.0,3.0,1.900.000,-3.750457,-38.491886,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-05-28,0.0
Apartamento,74.0,2.0,2.0,1.0,699.999,-3.772205,-38.493758,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-10-17,0.0
Apartamento,42.0,2.0,1.0,0.0,78.000,-3.844965,-38.492107,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2025-07-19,0.0
Lote/Terreno,396.0,,,,390.000,-3.793164,-38.491236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leilão,2025-09-04,0.0
Apartamento,43.0,2.0,1.0,,215.000,-3.809,-38.549582,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leilão,2024-11-07,0.0
Casa,170.0,3.0,4.0,3.0,750.000,-3.793216,-38.464415,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-29,0.0
Apartamento,74.0,2.0,2.0,1.0,699.900,-3.772205,-38.493758,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Casa,100.0,3.0,2.0,1.0,320.000,-3.785657,-38.629318,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,150.0,3.0,4.0,3.0,1.950.000,-3.74241,-38.499036,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,normal,2026-06-08,0.0
Apartamento,44.0,2.0,1.0,,170.000,-3.826,-38.563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-11,0.0
Sala/Conjunto,36.0,,,0.0,831.000,-3.732212,-38.496962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-09-30,0.0
Apartamento,63.0,3.0,2.0,1.0,489.900,-3.809246,-38.573087,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,60.0,2.0,2.0,1.0,320.000,-3.733854,-38.482182,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,normal,2023-09-13,0.0
Apartamento,186.0,3.0,4.0,4.0,1.989.000,-3.768715,-38.491841,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2023-12-07,0.0
Apartamento,200.0,3.0,4.0,3.0,1.190.000,-3.730891,-38.458353,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-02,0.0
Apartamento,39.0,1.0,1.0,0.0,400.000,-3.751,-38.476,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2026-06-03,0.0
Apartamento,190.0,4.0,5.0,0.0,3.791.000,-3.727594,-38.50694,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,lançamento,2026-05-26,0.0
Apartamento,44.0,2.0,1.0,0.0,68.000,-3.828243,-38.564801,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,repasse,2024-09-30,0.0
Apartamento,81.05,3.0,2.0,1.0,720.000,-3.780444,-38.487785,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-06-03,0.0
Apartamento,0.0,3.0,2.0,2.0,844.504,-3.742288,-38.476264,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,normal,2024-07-18,0.0
Apartamento,44.0,2.0,1.0,0.0,136.000,-3.798641,-38.556143,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,repasse,2025-07-11,0.0
Casa,85.0,3.0,3.0,3.0,500.000,-3.796797,-38.552178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-30,0.0
Apartamento,41.85,2.0,1.0,0.0,209.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-12-11,0.0
Apartamento,124.0,3.0,4.0,3.0,550.000,-3.767662,-38.495248,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-05-06,0.0
Apartamento,56.0,2.0,2.0,2.0,270.000,-3.817623,-38.494515,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,normal,2026-06-11,0.0
Apartamento,70.0,3.0,2.0,1.0,465.000,-3.74631,-38.479013,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,39.0,2.0,1.0,,40.000,-3.808399,-38.591599,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,repasse,2026-06-07,0.0
Apartamento,70.0,3.0,2.0,2.0,724.139,-3.775367,-38.477976,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-01-07,0.0
Apartamento,54.09,2.0,2.0,2.0,680.620,-3.775367,-38.477976,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,normal,2024-03-18,0.0
Apartamento,114.44,3.0,3.0,3.0,440.000,-3.738334,-38.475749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-03-06,0.0
Apartamento,90.0,3.0,2.0,1.0,449.000,-3.732442,-38.553459,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Sala/Conjunto,50.0,,1.0,,55.000,-3.726406,-38.526169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2021-09-27,0.0
Apartamento,55.0,2.0,2.0,1.0,517.990,-3.766,-38.462,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2025-06-03,0.0
Apartamento,125.0,3.0,3.0,2.0,950.000,-3.775663,-38.496423,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,normal,2026-04-18,0.0
Apartamento,126.0,3.0,3.0,3.0,999.000,-3.775515,-38.496437,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-06-09,0.0
Edifício residencial,50.0,2.0,1.0,,2.500.000,-3.787555,-38.545976,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-03-22,0.0
Apartamento,221.0,3.0,4.0,3.0,2.500.000,-3.724629,-38.484706,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-12-18,0.0
Apartamento,53.0,2.0,1.0,0.0,499.000,-3.717443,-38.464553,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,normal,2025-11-18,0.0
Apartamento,42.0,2.0,1.0,,250.000,-3.835147,-38.486223,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,leilão,2025-10-03,0.0
Apartamento,143.0,3.0,4.0,3.0,1.370.000,-3.779174,-38.483218,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,94.97,3.0,4.0,3.0,1.234.610,-3.737758,-38.509231,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2025-07-23,0.0
Apartamento,52.0,2.0,2.0,1.0,340.000,-3.769588,-38.555086,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,leilão,2025-06-29,0.0
Apartamento,101.0,3.0,3.0,2.0,800.000,-3.809183,-38.493246,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,112.0,3.0,3.0,3.0,600.000,-3.734204,-38.520177,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-01-20,0.0
Apartamento,100.0,3.0,4.0,3.0,1.200.000,-3.727,-38.513,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-06-04,0.0
Apartamento,120.0,3.0,4.0,3.0,1.250.000,-3.776958,-38.487931,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-05,0.0
Apartamento,146.0,3.0,5.0,3.0,1.500.000,-3.768715,-38.491841,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-04-05,0.0
Sala/Conjunto,100.44,,3.0,,1.440.000,-3.733183,-38.509505,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2025-09-05,0.0
Apartamento,57.0,2.0,1.0,0.0,358.000,-3.809479,-38.479685,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,normal,2025-12-07,0.0
Apartamento,126.0,3.0,4.0,2.0,499.900,-3.743336,-38.47979,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,normal,2026-06-11,0.0
Apartamento,180.0,3.0,5.0,3.0,2.315.000,-3.72411,-38.485966,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,normal,2026-05-22,0.0
Apartamento,48.0,2.0,1.0,,175.000,-3.79313,-38.535426,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,normal,2026-06-08,0.0
Apartamento,44.11,2.0,1.0,0.0,87.000,-3.828224,-38.564785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,repasse,2026-06-11,0.0
Casa,154.0,4.0,4.0,3.0,880.000,-3.846328,-38.472014,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lançamento,2024-05-07,0.0
Apartamento,64.0,3.0,2.0,1.0,450.000,-3.809,-38.572,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,normal,2026-06-06,0.0
Apartamento,67.07,3.0,3.0,1.0,480.000,-3.746776,-38.490375,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-07-21,0.0
Sala/Conjunto,20.0,1.0,1.0,,40.000,-3.728,-38.525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Studio,30.24,2.0,1.0,1.0,291.000,-3.746534,-38.539389,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,112.0,3.0,4.0,3.0,780.000,-3.806329,-38.493362,True,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-02-12,0.0
Apartamento,65.0,3.0,2.0,2.0,380.000,-3.822458,-38.486366,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,normal,2026-06-09,0.0
Apartamento,105.0,3.0,4.0,3.0,1.199.000,-3.746545,-38.468985,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,normal,2026-02-26,0.0
Apartamento,61.86,2.0,1.0,1.0,537.795,-3.734,-38.469,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2024-12-10,0.0
Apartamento,75.23,3.0,2.0,1.0,562.022,-3.734,-38.469,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-18,0.0
Apartamento,41.95,2.0,1.0,,120.000,-3.78865,-38.584752,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-29,0.0
Prédio/Edifício inteiro,250.0,2.0,2.0,1.0,250.000,-3.826208,-38.580595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-18,0.0
Apartamento,47.1,2.0,2.0,2.0,318.000,-3.825684,-38.565362,False,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,normal,2024-06-15,0.0
Lote/Terreno,480.0,,,,230.000,-3.816,-38.479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-25,0.0
Lote/Terreno,308.0,,,,290.000,-3.802,-38.567,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-03-18,0.0
Apartamento,73.0,3.0,2.0,2.0,625.000,-3.805577,-38.49746,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,normal,2026-06-10,0.0
Casa,168.0,3.0,3.0,2.0,950.000,-3.830543,-38.495144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-07-11,0.0
Apartamento,105.0,2.0,3.0,2.0,1.490.000,-3.746551,-38.468974,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,normal,2026-06-09,0.0
Casa,123.0,3.0,3.0,3.0,560.000,-3.784471,-38.460709,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-07,0.0
Apartamento,39.0,2.0,1.0,,48.000,-3.808399,-38.591599,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,repasse,2026-06-10,0.0
Casa,368.19,4.0,3.0,2.0,950.000,-3.802,-38.474,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-09-17,0.0
Apartamento,50.0,2.0,1.0,,250.000,-3.845669,-38.474803,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,leilão,2025-10-18,0.0
Apartamento,65.57,3.0,2.0,1.0,617.000,-3.730237,-38.568832,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,lançamento,2026-05-20,0.0
Prédio/Edificio inteiro,300.0,,5.0,,435.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-29,0.0
Apartamento,74.0,3.0,3.0,1.0,750.000,-3.77535,-38.48645,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,normal,2025-12-17,0.0
Apartamento,98.0,3.0,3.0,2.0,640.000,-3.730953,-38.501699,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,44.97,2.0,1.0,0.0,532.416,-3.77,-38.491,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,normal,2025-08-08,0.0
Apartamento,80.0,3.0,2.0,2.0,790.000,-3.749258,-38.456368,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,normal,2026-01-27,0.0
Apartamento,43.0,2.0,1.0,,240.000,-3.796827,-38.61633,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leilão,2025-12-17,0.0
Casa,162.0,5.0,5.0,3.0,750.000,-3.802677,-38.474918,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,normal,2024-01-28,0.0
Apartamento,142.0,3.0,4.0,3.0,1.675.000,-3.776727,-38.483077,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,normal,2026-04-27,0.0
Lote/Terreno,541.81,,,0.0,170.000,-3.776,-38.453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-05-15,0.0
Lote/Terreno,198.0,,,,99.000,-3.823952,-38.51068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-07-19,0.0
Casa,175.0,3.0,4.0,3.0,620.000,-3.798,-38.494,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Lote/Terreno,1210.0,,,,1.350.000,-3.746191,-38.591328,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-26,0.0
Apartamento,58.0,2.0,2.0,2.0,550.000,-3.717443,-38.464553,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,45.24,1.0,2.0,1.0,622.000,-3.788582,-38.478041,False,False,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,normal,2026-03-04,0.0
Apartamento,40.0,2.0,1.0,,135.000,-3.798641,-38.556143,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,repasse,2026-06-10,0.0
Apartamento,61.86,2.0,2.0,1.0,551.000,-3.734089,-38.469562,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,93.61,3.0,3.0,3.0,1.351.999,-3.750988,-38.490898,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-01-11,0.0
Apartamento,40.02,2.0,1.0,0.0,254.880,-3.846981,-38.49186,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2026-01-15,0.0
Apartamento,62.0,2.0,1.0,1.0,230.000,-3.736,-38.518,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Casa,152.0,4.0,4.0,4.0,649.000,-3.7795,-38.499133,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lançamento,2025-11-25,0.0
Apartamento,94.0,3.0,3.0,3.0,935.700,-3.734565,-38.514595,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2024-04-23,0.0
Apartamento,41.0,2.0,1.0,1.0,270.000,-3.815,-38.512,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,98.0,3.0,4.0,3.0,1.100.000,-3.776,-38.485,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,normal,2025-12-13,0.0
Apartamento,47.0,2.0,2.0,1.0,444.000,-3.755167,-38.447933,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,normal,2026-03-04,0.0
Apartamento,44.0,2.0,1.0,,200.000,-3.808144,-38.511561,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,normal,2026-05-29,0.0
Apartamento,43.42,2.0,1.0,0.0,318.990,-3.812334,-38.531206,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2025-07-01,0.0
Apartamento,54.0,2.0,2.0,1.0,530.000,-3.775367,-38.477976,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,normal,2025-11-14,0.0
Apartamento,172.0,3.0,4.0,3.0,849.000,-3.728326,-38.488668,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,normal,2023-04-11,0.0
Sala/Conjunto,42.6,,2.0,,120.000,-3.728003,-38.52548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Casa,110.0,3.0,3.0,3.0,540.000,-3.792161,-38.458472,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-17,0.0
Apartamento,143.0,4.0,5.0,3.0,1.250.000,-3.817185,-38.581995,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,normal,2026-03-17,0.0
Apartamento,48.0,2.0,1.0,1.0,350.000,-3.810061,-38.521455,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,116.0,3.0,4.0,3.0,1.750.000,-3.751356,-38.460031,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,repasse,2024-09-27,0.0
Apartamento,68.0,2.0,3.0,1.0,340.000,-3.725437,-38.554478,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,55.0,3.0,2.0,1.0,772.000,-3.746529,-38.468867,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,normal,2024-06-18,0.0
Apartamento,142.0,3.0,4.0,3.0,1.625.000,-3.776727,-38.483077,False,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,normal,2026-05-29,0.0
Lote/Terreno,273.0,,,0.0,22.500.000,-3.731105,-38.531937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-02-23,0.0
Apartamento,93.61,3.0,4.0,3.0,1.352.000,-3.749,-38.493,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,normal,2024-10-02,0.0
Apartamento,54.09,2.0,2.0,2.0,533.000,-3.772691,-38.474473,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,normal,2025-07-02,0.0
Apartamento,98.0,3.0,1.0,1.0,500.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2025-08-29,0.0
Apartamento,186.0,3.0,5.0,3.0,2.330.000,-3.72411,-38.485966,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-05-04,0.0
