tipo_imovel,metragem,quartos,banheiros,suites,preco_anuncio,latitude,longitude,portaria_24h_normalizado,vista_mar_normalizado,condominio_fechado_normalizado,piscina_normalizado,deck_normalizado,varanda_normalizado,varanda_gourmet_normalizado,academia_normalizado,salao_festas_normalizado,salao_jogos_normalizado,quadra_normalizado,playground_normalizado,brinquedoteca_normalizado,coworking_normalizado,pet_place_normalizado,elevador_normalizado,nascente_normalizado,andar_alto_normalizado,mobiliado_normalizado,reformado_normalizado,frente_mar_normalizado,vista_livre_normalizado,tipo_anuncio_normalizado,anuncio_criado,nota_media
Apartamento,126.0,3.0,3.0,3.0,930.000,-3.775515,-38.496437,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-12-16,0.0
Apartamento,54.0,2.0,2.0,2.0,655.988,-3.775367,-38.477976,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,normal,2025-09-23,0.0
Apartamento,50.0,2.0,1.0,,85.000,-3.806,-38.507,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-08-09,0.0
Apartamento,57.0,2.0,2.0,2.0,580.000,-3.733858,-38.492651,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2026-06-02,0.0
Apartamento,48.0,2.0,2.0,1.0,374.000,-3.749,-38.449,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lançamento,2025-02-15,0.0
Apartamento,43.29,2.0,1.0,1.0,449.085,-3.804516,-38.495468,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2025-06-12,0.0
Casa,371.4,5.0,4.0,2.0,1.300.000,-3.741658,-38.515364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-07,0.0
Apartamento,226.0,4.0,5.0,4.0,2.950.000,-3.7451,-38.492075,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-17,0.0
Apartamento,50.0,2.0,1.0,,240.000,,,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,normal,2026-04-01,0.0
Apartamento,145.0,4.0,4.0,3.0,1.650.000,-3.751356,-38.460031,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,normal,2025-12-06,0.0
Apartamento,41.4,2.0,1.0,,252.990,-3.819855,-38.542688,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,lançamento,2026-05-16,0.0
Casa de condomínio,245.0,3.0,5.0,1.0,1.500.000,-3.807858,-38.474677,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-16,0.0
Apartamento,40.0,2.0,1.0,0.0,195.000,-3.816835,-38.452191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-10,0.0
Apartamento,150.0,3.0,5.0,3.0,1.200.000,-3.764863,-38.49055,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-02-09,0.0
Apartamento,44.0,2.0,1.0,0.0,65.000,-3.809,-38.549582,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,repasse,2025-11-22,0.0
Apartamento,54.0,2.0,2.0,2.0,585.000,-3.775367,-38.477976,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-06-04,0.0
Apartamento,44.0,2.0,1.0,0.0,65.000,-3.809,-38.549582,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,repasse,2025-06-24,0.0
Apartamento,44.0,2.0,1.0,0.0,180.000,-3.824947,-38.474673,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,134.0,3.0,4.0,3.0,1.350.000,-3.771573,-38.48606,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,normal,2026-01-27,0.0
Apartamento,36.0,2.0,1.0,,290.000,-3.815057,-38.560776,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leilão,2026-02-14,0.0
Casa,164.0,3.0,4.0,3.0,700.000,-3.802262,-38.509885,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2022-06-24,0.0
Apartamento,54.0,2.0,1.0,0.0,145.000,-3.786269,-38.547893,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-22,0.0
Ponto comercial/Loja/Box,670.0,1.0,4.0,1.0,598.000,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-08,0.0
Ponto comercial/Loja/Box,442.0,,8.0,0.0,1.200.000,-3.738576,-38.528466,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,49.0,2.0,1.0,0.0,380.000,-3.807,-38.526,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2025-11-21,0.0
Apartamento,44.97,2.0,2.0,1.0,683.816,-3.770168,-38.491334,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,normal,2023-04-08,0.0
Apartamento,150.0,4.0,4.0,2.0,650.000,-3.737482,-38.482453,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,normal,2024-01-18,0.0
Apartamento,44.0,2.0,1.0,,180.000,-3.791975,-38.479621,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-02,0.0
Apartamento,58.48,3.0,2.0,1.0,522.900,-3.739736,-38.475211,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,lançamento,2026-04-21,0.0
Apartamento,74.0,2.0,2.0,2.0,800.000,-3.772205,-38.493758,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,normal,2026-06-01,0.0
Apartamento,82.0,3.0,2.0,2.0,760.000,-3.766319,-38.495293,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-29,0.0
Apartamento,45.0,2.0,1.0,0.0,190.000,-3.844723,-38.492006,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-31,0.0
Apartamento,110.0,3.0,3.0,3.0,1.399.000,-3.763709,-38.494957,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-05-24,0.0
Lote/Terreno,200.0,,,0.0,260.000,-3.809,-38.549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-03-09,0.0
Lote/Terreno,200.0,,,,249.000,-3.816667,-38.540161,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,lançamento,2023-03-21,0.0
Casa,170.0,3.0,2.0,1.0,590.000,-3.821692,-38.564595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-11,0.0
Apartamento,63.72,3.0,2.0,1.0,550.000,-3.799924,-38.476848,False,False,False,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2025-12-29,0.0
Apartamento,55.0,2.0,1.0,1.0,550.000,-3.769968,-38.492472,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,normal,2025-08-04,0.0
Apartamento,112.0,3.0,4.0,3.0,879.000,-3.806329,-38.493362,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,normal,2026-04-30,0.0
Apartamento,41.85,2.0,1.0,0.0,50.000,-3.851425,-38.489793,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,repasse,2025-07-28,0.0
Apartamento,120.0,2.0,2.0,2.0,1.180.000,-3.744174,-38.48064,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,normal,2025-04-19,0.0
Apartamento,63.72,3.0,2.0,2.0,660.000,,,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,normal,2025-11-28,0.0
Apartamento,198.0,3.0,4.0,1.0,600.000,-3.74023,-38.482908,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-05-03,0.0
Lote/Terreno,360.0,,,,249.900,-3.791,-38.458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-26,0.0
Apartamento,44.0,2.0,1.0,0.0,175.000,-3.798641,-38.556143,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,repasse,2025-06-18,0.0
Lote/Terreno,520.0,,,0.0,370.000,-3.797621,-38.467852,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-08,0.0
Lote/Terreno,209.0,,,0.0,277.000,-3.730027,-38.532363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-10-02,0.0
Apartamento,80.0,3.0,2.0,1.0,750.000,-3.731728,-38.567203,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,normal,2026-05-25,0.0
Apartamento,230.0,4.0,5.0,4.0,3.700.000,-3.731346,-38.493987,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-28,0.0
Apartamento,62.0,2.0,2.0,1.0,550.000,-3.734089,-38.469562,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,normal,2025-12-11,0.0
Apartamento,53.58,2.0,2.0,1.0,520.000,-3.729927,-38.567113,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,normal,2026-04-08,0.0
Apartamento,39.16,2.0,2.0,1.0,884.000,-3.726246,-38.504119,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,lançamento,2024-01-11,0.0
Apartamento,116.0,3.0,4.0,3.0,1.300.000,-3.751356,-38.460031,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-01-20,0.0
Prédio/Edificio inteiro,500.0,,12.0,0.0,11.500.000,-3.741467,-38.472556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-10,0.0
Apartamento,36.0,2.0,1.0,,224.900,-3.789,-38.465,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,lançamento,2025-08-13,0.0
Apartamento,111.0,3.0,4.0,3.0,1.500.000,-3.746682,-38.467414,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-01-11,0.0
Apartamento,77.52,3.0,2.0,2.0,710.000,-3.775,-38.487,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-05-14,0.0
Lote/Terreno,200.0,,,,249.000,-3.825624,-38.55181,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,lançamento,2023-08-11,0.0
Lote/Terreno,360.0,,,,650.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-29,0.0
Apartamento,47.7,2.0,1.0,1.0,354.999,-3.755,-38.447,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2023-12-01,0.0
Lote/Terreno,151.0,,,0.0,1.250.000,-3.752782,-38.548703,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-05-27,0.0
Apartamento,146.0,3.0,4.0,3.0,1.995.000,-3.768715,-38.491841,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,normal,2025-10-31,0.0
Sala/Conjunto,35.0,,1.0,,260.000,-3.771278,-38.482569,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,normal,2025-12-05,0.0
Apartamento,59.0,2.0,2.0,1.0,540.000,-3.72933,-38.500321,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,49.08,2.0,1.0,1.0,349.122,-3.814722,-38.533771,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2024-08-02,0.0
Casa de condomínio,240.0,3.0,4.0,3.0,1.300.000,-3.803,-38.452,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-04,0.0
Apartamento,71.0,3.0,2.0,2.0,643.545,-3.775,-38.484,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2024-09-26,0.0
Prédio/Edifício inteiro,200.0,,,,500.000,-3.80984,-38.583254,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-05-26,0.0
Apartamento,87.0,3.0,3.0,2.0,849.000,-3.734755,-38.562012,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,normal,2026-06-04,0.0
Sala/Conjunto,240.0,,3.0,0.0,299.000,-3.729454,-38.528282,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,normal,2026-06-06,0.0
Apartamento,112.2,3.0,4.0,3.0,1.080.000,-3.748,-38.47,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-05-06,0.0
Casa,180.0,3.0,4.0,3.0,599.000,-3.787,-38.469,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-29,0.0
Lote/Terreno,200.0,,,0.0,310.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-08-13,0.0
Apartamento,78.0,2.0,2.0,1.0,490.000,-3.755167,-38.447933,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2026-05-19,0.0
Apartamento,73.15,3.0,2.0,1.0,740.000,-3.723481,-38.566958,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2026-02-26,0.0
Apartamento,86.0,3.0,3.0,3.0,955.000,-3.728,-38.487,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,normal,2026-06-03,0.0
Apartamento,134.0,3.0,3.0,3.0,1.430.000,-3.771573,-38.48606,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2026-04-10,0.0
Casa,386.0,5.0,6.0,4.0,1.380.000,-3.782,-38.456,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-02-10,0.0
Lote/Terreno,815.0,,,0.0,340.000,-3.83159,-38.595471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-09,0.0
Apartamento,115.0,3.0,3.0,3.0,1.150.000,-3.746463,-38.471511,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,230.0,3.0,5.0,3.0,2.890.000,-3.729,-38.478,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,normal,2026-04-29,0.0
Apartamento,61.53,3.0,2.0,2.0,580.000,-3.753916,-38.532757,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,normal,2026-03-02,0.0
Casa de condomínio,145.0,3.0,4.0,3.0,550.000,-3.807668,-38.480508,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-10,0.0
Apartamento,39.0,2.0,1.0,,40.000,-3.808399,-38.591599,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,repasse,2026-06-07,0.0
Apartamento,41.0,2.0,1.0,,215.900.000,-3.848779,-38.470301,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-18,0.0
Apartamento,44.0,2.0,1.0,0.0,90.000,-3.80709,-38.563685,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,repasse,2025-08-28,0.0
Lote/Terreno,420.0,,,,330.000,-3.714897,-38.603748,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-09-05,0.0
Apartamento,150.0,3.0,3.0,3.0,730.000,-3.762,-38.484,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-11-15,0.0
Apartamento,82.0,3.0,4.0,2.0,850.000,-3.766319,-38.495293,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,normal,2026-05-13,0.0
Apartamento,81.0,3.0,3.0,3.0,710.000,-3.762147,-38.478699,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,normal,2025-01-31,0.0
Sala/Conjunto,34.0,,1.0,,450.000,-3.751629,-38.500685,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2024-02-04,0.0
Apartamento,144.0,3.0,3.0,3.0,650.000,-3.743,-38.499,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,normal,2026-04-29,0.0
Apartamento,124.0,3.0,3.0,3.0,1.439.000,-3.773419,-38.491231,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2024-10-22,0.0
Apartamento,57.0,2.0,2.0,1.0,487.000,-3.783054,-38.488464,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,normal,2025-11-13,0.0
Apartamento,74.0,3.0,3.0,0.0,700.000,-3.772205,-38.493758,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,normal,2025-06-03,0.0
Apartamento,41.85,2.0,1.0,0.0,50.000,-3.851,-38.489,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,repasse,2025-07-19,0.0
Sala/Conjunto,80.0,,1.0,0.0,170.000,-3.728353,-38.526277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,normal,2025-06-28,0.0
Casa de condomínio,127.0,3.0,2.0,1.0,620.000,-3.784076,-38.494261,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-01,0.0
Apartamento,170.0,3.0,4.0,3.0,1.300.000,-3.743589,-38.494353,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,normal,2025-06-28,0.0
Sala/Conjunto,32.0,,1.0,0.0,360.000,-3.738969,-38.494229,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-06-06,0.0
Sala/Conjunto,34.0,,1.0,,45.000,-3.728003,-38.52548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,48.0,3.0,2.0,1.0,470.000,-3.750647,-38.449927,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,lançamento,2025-03-18,0.0
Apartamento,112.0,3.0,4.0,3.0,1.080.000,-3.748174,-38.470386,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2026-04-05,0.0
Apartamento,38.08,2.0,1.0,,219.600,-3.849808,-38.503838,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2026-05-16,0.0
Apartamento,70.0,2.0,2.0,1.0,769.000,-3.777277,-38.485157,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,normal,2026-05-14,0.0
Lote/Terreno,175.0,,,,229.000,-3.823894,-38.548059,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,lançamento,2025-12-25,0.0
Lote/Terreno,198.0,,,,108.900,-3.839354,-38.557976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2023-03-09,0.0
Casa,273.7,3.0,2.0,1.0,720.000,-3.736932,-38.517598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-04-07,0.0
Apartamento,77.0,3.0,2.0,2.0,830.000,-3.746,-38.472,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,normal,2026-02-25,0.0
Apartamento,41.69,2.0,2.0,0.0,300.000,-3.815467,-38.513428,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,normal,2026-05-19,0.0
Lote/Terreno,429.0,,,0.0,395.000,-3.747448,-38.453965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-06-25,0.0
Lote/Terreno,200.0,,,,249.000,-3.839354,-38.557976,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,lançamento,2023-03-29,0.0
Apartamento,314.0,6.0,6.0,5.0,2.400.000,-3.76357,-38.490863,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,normal,2023-05-20,0.0
Lote/Terreno,327.0,,,0.0,145.000,-3.714897,-38.603748,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-18,0.0
Apartamento,97.0,3.0,2.0,1.0,1.051.800,-3.742288,-38.476264,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,normal,2023-04-08,0.0
Apartamento,86.0,2.0,3.0,2.0,750.000,-3.805577,-38.49746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,normal,2026-06-08,0.0
Apartamento,54.55,2.0,2.0,1.0,700.817,-3.770168,-38.491334,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,normal,2025-05-24,0.0
Apartamento,77.0,2.0,3.0,2.0,699.000,,,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-02-09,0.0
Apartamento,44.0,2.0,1.0,0.0,78.000,-3.844965,-38.492107,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,normal,2025-07-19,0.0
Lote/Terreno,594.0,,,0.0,299.000,-3.804,-38.583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-05-09,0.0
Sobrado,277.0,4.0,5.0,4.0,2.400.000,-3.778122,-38.487952,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-07-02,0.0
Apartamento,265.0,5.0,6.0,4.0,1.500.000,-3.741035,-38.491462,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,normal,2026-03-05,0.0
Sala/Conjunto,88.0,,2.0,0.0,1.475.288,-3.75171,-38.502588,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2024-07-23,0.0
Casa,242.0,4.0,2.0,0.0,480.000,-3.766818,-38.515421,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-01-22,0.0
Apartamento,97.0,3.0,3.0,3.0,979.354,-3.742,-38.476,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-01-17,0.0
Lote/Terreno,735.0,,,,295.000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-08-29,0.0
Apartamento,117.0,3.0,4.0,3.0,1.500.000,-3.735518,-38.507968,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-04-03,0.0
Apartamento,120.0,2.0,3.0,2.0,1.290.000,-3.744201,-38.480447,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-10-16,0.0
Apartamento,125.0,3.0,3.0,2.0,950.000,-3.77566,-38.496421,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,normal,2026-06-01,0.0
Apartamento,44.0,2.0,1.0,,195.000,-3.810755,-38.520053,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,leilão,2026-03-31,0.0
Apartamento,44.0,2.0,2.0,,98.963,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-10,0.0
Apartamento,123.0,3.0,3.0,3.0,1.200.000,-3.749,-38.497,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,normal,2026-02-04,0.0
Apartamento,60.0,1.0,1.0,1.0,420.000,-3.777765,-38.484067,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,normal,2026-06-09,0.0
Apartamento,44.0,2.0,1.0,0.0,40.000,-3.761179,-38.462932,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,repasse,2024-11-22,0.0
Apartamento,64.0,3.0,1.0,1.0,559.999,-3.800027,-38.569862,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,normal,2026-06-08,0.0
Apartamento,132.0,3.0,4.0,203.0,1.125.000,-3.808612,-38.484171,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,normal,2026-06-08,0.0
Apartamento,127.0,3.0,4.0,3.0,899.000,-3.744334,-38.493006,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,normal,2026-04-01,0.0
Apartamento,147.0,3.0,4.0,3.0,1.675.000,-3.776727,-38.483077,False,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,normal,2026-05-26,0.0
Sala/Conjunto,75.98,,2.0,0.0,170.000,-3.728949,-38.526891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2025-03-22,0.0
Apartamento,167.0,4.0,4.0,4.0,1.850.000,-3.745186,-38.480934,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,normal,2025-10-11,0.0
Apartamento,195.0,3.0,5.0,3.0,1.500.000,-3.73,-38.498,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-25,0.0
Apartamento,136.0,3.0,5.0,3.0,1.780.000,-3.745474,-38.477837,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,normal,2026-03-18,0.0
Apartamento,68.0,3.0,2.0,2.0,380.000,-3.791138,-38.540047,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,normal,2026-05-29,0.0
Apartamento,65.0,3.0,2.0,1.0,602.000,-3.760851,-38.441938,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,normal,2025-05-14,0.0
