tipo,cidade,bairro,area_m2,quartos,banheiros,suites,andar,vagas,preco,latitude,longitude,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,estado,tipo_imovel_padronizado
casa,Fortaleza,Conjunto Ceará II,367.0,5.0,4.0,3.0,0.0,6.0,495000.0,-3.774,-38.61,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cidade 2000,288.0,3.0,3.0,1.0,0.0,4.0,780000.0,-3.752794,-38.47182,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Passaré,160.0,3.0,2.0,2.0,0.0,6.0,649000.0,-3.817,-38.52,True,False,True,True,True,False,True,False,True,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,186.0,4.0,5.0,4.0,0.0,2.0,680000.0,-3.787,-38.465,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,160.0,4.0,4.0,3.0,0.0,2.0,650000.0,-3.795,-38.474,True,False,True,False,True,False,True,False,False,False,False,CE,apartamento_padrao
casa,Fortaleza,Centro,200.0,5.0,3.0,2.0,0.0,1.0,550000.0,-3.725229,-38.518259,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Itaperi,103.0,3.0,2.0,1.0,0.0,1.0,380000.0,-3.788017,-38.549068,False,False,False,False,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Siqueira,70.0,2.0,2.0,2.0,0.0,2.0,195000.0,-3.804,-38.63,False,False,False,False,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim Cearense,135.0,4.0,2.0,2.0,0.0,2.0,720000.0,-3.855,-38.485,False,False,False,True,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim Cearense,240.0,4.0,3.0,3.0,0.0,4.0,1720000.0,-3.805568,-38.558066,True,False,True,True,True,False,True,True,True,False,True,CE,apartamento_padrao
casa,Fortaleza,Cidade dos Funcionários,166.0,3.0,2.0,1.0,0.0,3.0,550000.0,-3.794,-38.488,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,140.0,4.0,4.0,4.0,2.0,2.0,549000.0,-3.809,-38.549582,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,123.0,3.0,4.0,3.0,0.0,3.0,630000.0,-3.770854,-38.474641,False,False,False,True,True,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,100.0,3.0,3.0,2.0,0.0,3.0,449000.0,-3.785181,-38.465604,True,False,True,True,False,False,True,False,False,False,False,CE,apartamento_padrao
casa,Fortaleza,Amadeu Furtado,165.0,3.0,4.0,2.0,0.0,2.0,385000.0,-3.741,-38.564,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Iracema,350.0,5.0,5.0,3.0,0.0,6.0,750000.0,-3.800492,-38.497373,False,False,False,True,False,False,True,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,120.0,3.0,3.0,3.0,0.0,3.0,550000.0,-3.797,-38.472,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parquelândia,272.0,4.0,2.0,1.0,0.0,1.0,590000.0,-3.737,-38.566,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cidade dos Funcionários,405.0,5.0,6.0,5.0,0.0,4.0,1600000.0,-3.794293,-38.494738,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Pici,127.0,3.0,3.0,1.0,0.0,1.0,650000.0,-3.74016,-38.568875,False,False,False,False,False,False,False,True,False,False,True,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,180.0,4.0,5.0,4.0,0.0,4.0,620000.0,-3.787738,-38.469644,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Manoel Sátiro,173.0,3.0,4.0,1.0,0.0,1.0,350000.0,-3.799,-38.583,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Monte Castelo,256.0,4.0,2.0,2.0,0.0,2.0,600000.0,-3.721783,-38.555781,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Passaré,175.0,4.0,2.0,1.0,0.0,0.0,500000.0,-3.810725,-38.525754,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jangurussu,152.0,4.0,1.0,1.0,0.0,5.0,480000.0,-3.839,-38.517,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,290.0,4.0,5.0,4.0,0.0,2.0,700000.0,-3.793885,-38.487466,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cajazeiras,180.0,3.0,4.0,3.0,0.0,2.0,740000.0,-3.802,-38.509,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,130.0,4.0,4.0,4.0,0.0,3.0,475000.0,-3.796,-38.47,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Pedras,90.0,3.0,2.0,2.0,0.0,1.0,230000.0,-3.873815,-38.507397,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Parquelândia,145.0,2.0,2.0,1.0,0.0,1.0,385000.0,-3.737,-38.565,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cidade 2000,140.0,3.0,3.0,3.0,2.0,2.0,895000.0,-3.75487,-38.470844,False,False,False,True,True,False,False,False,False,False,True,CE,apartamento_padrao
casa,Fortaleza,Siqueira,61.0,2.0,1.0,1.0,0.0,2.0,145000.0,-3.802495,-38.627744,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Bento,107.0,3.0,3.0,2.0,0.0,2.0,320000.0,-3.851876,-38.479383,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,426.0,5.0,4.0,2.0,0.0,4.0,550000.0,-3.793,-38.542,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Maraponga,300.0,4.0,5.0,4.0,0.0,4.0,1750000.0,-3.805568,-38.558066,True,False,True,True,False,False,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Pedras,89.0,2.0,2.0,2.0,0.0,1.0,220000.0,-3.873815,-38.507397,False,False,True,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Vila Velha,240.0,3.0,3.0,3.0,0.0,2.0,450000.0,-3.716,-38.598,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Amadeu Furtado,250.0,4.0,5.0,3.0,0.0,6.0,1300000.0,-3.739814,-38.553261,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,167.0,4.0,5.0,4.0,0.0,3.0,850000.0,-3.781057,-38.490079,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Prefeito José Walter,150.0,3.0,3.0,3.0,0.0,2.0,350000.0,-3.832492,-38.552985,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Manibura,171.0,5.0,6.0,5.0,0.0,6.0,950000.0,-3.790093,-38.485003,False,False,False,False,False,False,True,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,195.0,3.0,3.0,3.0,0.0,3.0,449000.0,-3.79,-38.458,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Rachel de Queiroz,233.0,3.0,3.0,3.0,0.0,3.0,1970000.0,-3.789384,-38.560734,True,False,True,True,False,False,False,True,True,False,True,CE,apartamento_padrao
casa,Fortaleza,Cocó,100.0,3.0,3.0,2.0,0.0,0.0,200000.0,-3.715976,-38.604616,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Manibura,230.0,4.0,5.0,3.0,0.0,7.0,849000.0,-3.786328,-38.489848,False,False,False,False,False,False,True,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,750.0,6.0,11.0,5.0,0.0,12.0,6200000.0,-3.775796,-38.493267,False,False,False,True,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cidade dos Funcionários,265.0,6.0,5.0,4.0,1.0,2.0,570000.0,-3.788849,-38.498811,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Pici,180.0,4.0,3.0,2.0,0.0,4.0,1500000.0,-3.739565,-38.551822,False,False,False,True,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cidade dos Funcionários,116.0,3.0,3.0,3.0,0.0,2.0,455000.0,-3.79415,-38.501272,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Rachel de Queiroz,70.0,2.0,5.0,2.0,0.0,2.0,400000.0,-3.801592,-38.552271,False,False,True,True,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jangurussu,89.0,3.0,3.0,2.0,0.0,1.0,360000.0,-3.841016,-38.5148,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,309.0,4.0,4.0,3.0,0.0,5.0,1080000.0,-3.783648,-38.479561,False,False,False,True,True,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Jardim América,175.0,2.0,2.0,1.0,0.0,2.0,349000.0,-3.748087,-38.544846,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Sabiaguaba,226.0,4.0,4.0,3.0,0.0,3.0,700000.0,-3.767,-38.539,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,161.0,3.0,3.0,1.0,0.0,5.0,450000.0,-3.782954,-38.456205,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,166.0,5.0,6.0,4.0,0.0,4.0,950000.0,-3.772494,-38.494249,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque São José,300.0,2.0,3.0,1.0,0.0,2.0,599990.0,-3.797392,-38.585063,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Tauape,387.0,4.0,4.0,1.0,0.0,3.0,700000.0,-3.754386,-38.513319,False,False,False,True,True,False,False,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Montese,500.0,5.0,4.0,4.0,0.0,3.0,890000.0,-3.759009,-38.555348,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,113.0,3.0,3.0,2.0,0.0,3.0,569000.0,-3.787386,-38.464466,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Rachel de Queiroz,86.0,2.0,2.0,2.0,1.0,1.0,320000.0,-3.80042,-38.552928,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,180.0,4.0,2.0,1.0,0.0,2.0,260000.0,-3.812,-38.61,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Aracapé,198.0,3.0,2.0,1.0,0.0,3.0,365000.0,-3.829,-38.586,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,450.0,4.0,2.0,1.0,0.0,1.0,750000.0,-3.82,-38.564,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Lagoa Redonda,252.0,3.0,4.0,3.0,0.0,3.0,935000.0,-3.812,-38.449,False,False,True,True,True,True,True,True,True,False,True,CE,casa_padrao
casa,Fortaleza,Mondubim,140.0,4.0,3.0,3.0,0.0,2.0,495000.0,-3.808007,-38.567494,False,False,True,True,True,False,False,False,False,False,True,CE,apartamento_padrao
casa,Fortaleza,Cambeba,300.0,5.0,6.0,2.0,0.0,3.0,800000.0,-3.802321,-38.491421,False,True,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parquelândia,396.0,4.0,6.0,4.0,0.0,6.0,1200000.0,-3.743967,-38.556878,False,False,False,True,True,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,123.0,3.0,4.0,3.0,0.0,2.0,629900.0,-3.770854,-38.474641,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Planalto Ayrton Senna,162.0,3.0,2.0,1.0,0.0,3.0,350000.0,-3.840646,-38.572149,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Antônio Bezerra,245.0,4.0,3.0,2.0,0.0,3.0,580000.0,-3.744,-38.587,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cambeba,230.0,4.0,4.0,3.0,0.0,5.0,850000.0,-3.803868,-38.480297,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Sabiaguaba,229.0,4.0,4.0,4.0,0.0,3.0,1400000.0,-3.803639,-38.452953,False,False,False,True,False,False,False,True,False,True,False,CE,casa_padrao
casa,Fortaleza,Jardim Cearense,122.0,4.0,2.0,2.0,0.0,4.0,770000.0,-3.8,-38.567,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Siqueira,85.0,2.0,3.0,1.0,0.0,2.0,165000.0,-3.804896,-38.630742,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cajazeiras,285.0,5.0,5.0,4.0,2.0,5.0,750000.0,-3.769774,-38.594863,False,False,False,True,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cajazeiras,340.0,5.0,6.0,5.0,0.0,3.0,880000.0,-3.803478,-38.509864,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Sabiaguaba,230.0,3.0,3.0,3.0,0.0,3.0,1150000.0,-3.802952,-38.451127,False,False,False,True,True,False,True,True,True,True,True,CE,casa_padrao
casa,Fortaleza,Lagoa Redonda,108.0,3.0,3.0,3.0,0.0,2.0,429000.0,-3.825134,-38.465022,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,94.0,4.0,3.0,2.0,0.0,2.0,350000.0,-3.816064,-38.568951,False,False,False,False,False,False,False,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Joaquim Távora,600.0,4.0,3.0,2.0,0.0,3.0,1200000.0,-3.746555,-38.504388,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Fátima,181.0,3.0,2.0,1.0,0.0,2.0,950000.0,-3.745462,-38.530061,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Messejana,240.0,3.0,3.0,2.0,0.0,1.0,360000.0,-3.827,-38.484,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Vila Velha,171.0,4.0,6.0,3.0,0.0,2.0,600000.0,-3.716487,-38.596142,False,False,False,False,False,False,True,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Lagoa Redonda,200.0,3.0,6.0,3.0,0.0,2.0,470000.0,-3.831953,-38.475225,False,False,False,False,True,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,90.0,3.0,3.0,3.0,0.0,6.0,660000.0,-3.809,-38.549,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,José de Alencar,105.0,3.0,3.0,2.0,0.0,3.0,535000.0,-3.808833,-38.46449,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,276.0,4.0,4.0,3.0,0.0,5.0,750000.0,-3.774105,-38.496007,False,False,False,True,False,False,False,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Cajazeiras,220.0,4.0,6.0,4.0,0.0,4.0,680000.0,-3.802979,-38.509865,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parangaba,170.0,3.0,3.0,1.0,0.0,3.0,360000.0,-3.788,-38.573,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Bento,106.0,3.0,4.0,3.0,2.0,2.0,359000.0,-3.857901,-38.483783,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,154.0,3.0,2.0,1.0,0.0,2.0,500000.0,-3.775519,-38.492882,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Bela Vista,247.0,3.0,7.0,3.0,0.0,4.0,650000.0,-3.74562,-38.566012,False,False,False,False,False,False,False,True,False,False,True,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,245.0,3.0,2.0,1.0,0.0,2.0,439000.0,-3.809,-38.549582,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,162.0,4.0,4.0,4.0,0.0,2.0,695000.0,-3.784415,-38.460095,False,False,False,True,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Araxá,220.0,4.0,4.0,3.0,0.0,3.0,400000.0,-3.733876,-38.545707,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,José Bonifácio,403.0,3.0,2.0,2.0,0.0,3.0,1300000.0,-3.739,-38.53,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Damas,149.0,4.0,2.0,1.0,0.0,1.0,320000.0,-3.757,-38.551,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Bento,105.0,3.0,3.0,3.0,0.0,1.0,385000.0,-3.862212,-38.495997,False,False,False,False,False,True,True,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,160.0,4.0,4.0,4.0,0.0,6.0,815000.0,-3.791,-38.465,False,False,False,True,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Cajazeiras,234.0,3.0,4.0,3.0,0.0,3.0,799900.0,-3.805333,-38.510724,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Boa Vista/Castelão,125.0,3.0,2.0,1.0,1.0,3.0,410000.0,-3.803954,-38.520867,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Rodolfo Teófilo,210.0,3.0,3.0,2.0,0.0,2.0,380000.0,-3.740037,-38.546624,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Itaperi,180.0,3.0,4.0,2.0,0.0,2.0,420000.0,-3.786193,-38.563671,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Bonsucesso,792.0,7.0,8.0,4.0,0.0,6.0,1200000.0,-3.777,-38.576,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Alto da Balança,579.0,9.0,5.0,3.0,0.0,6.0,1200000.0,-3.766024,-38.513395,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Sapiranga-Coité,188.0,4.0,5.0,4.0,2.0,2.0,580000.0,-3.790696,-38.464033,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao
casa,Fortaleza,Mondubim,90.0,3.0,2.0,1.0,0.0,3.0,400000.0,-3.831735,-38.564847,True,False,True,True,False,False,False,False,True,False,False,CE,casa_padrao
casa,Fortaleza,Planalto Ayrton Senna,180.0,3.0,3.0,3.0,1.0,2.0,380000.0,-3.826334,-38.578174,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Papicu,227.0,5.0,6.0,5.0,0.0,4.0,630000.0,-3.736896,-38.475995,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Jóquei Clube,620.0,4.0,5.0,3.0,0.0,4.0,1299000.0,-3.76662,-38.576598,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Papicu,396.0,4.0,3.0,1.0,0.0,6.0,630000.0,-3.74,-38.474,False,False,False,False,False,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Siqueira,112.0,2.0,2.0,2.0,0.0,3.0,170000.0,-3.802495,-38.627744,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Dom Lustosa,208.0,3.0,3.0,1.0,0.0,3.0,480000.0,-3.76136,-38.594347,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim Cearense,240.0,2.0,3.0,2.0,0.0,2.0,330000.0,-3.802,-38.565,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Granja Lisboa,80.0,2.0,2.0,2.0,0.0,3.0,225000.0,-3.790995,-38.626643,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Fátima,158.0,4.0,5.0,3.0,0.0,3.0,650000.0,-3.746,-38.528,False,False,False,True,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jangurussu,100.0,2.0,2.0,1.0,0.0,2.0,225000.0,-3.847947,-38.509602,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Passaré,173.0,4.0,2.0,1.0,0.0,3.0,395000.0,-3.816324,-38.531637,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Aracapé,80.0,3.0,2.0,2.0,0.0,1.0,85000.0,-3.831304,-38.58164,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Gerardo,396.0,4.0,4.0,2.0,0.0,12.0,899000.0,-3.729802,-38.560372,False,False,False,False,True,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Gerardo,468.0,4.0,5.0,4.0,0.0,3.0,980000.0,-3.73,-38.56,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim das Oliveiras,280.0,5.0,5.0,3.0,0.0,5.0,750000.0,-3.785,-38.5,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim América,132.0,3.0,2.0,1.0,0.0,0.0,180000.0,-3.753,-38.546,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,De Lourdes,360.0,5.0,6.0,3.0,0.0,10.0,1950000.0,-3.745,-38.459,False,False,False,True,True,True,True,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,468.0,5.0,5.0,4.0,0.0,4.0,800000.0,-3.787325,-38.476265,False,False,False,True,False,False,True,True,False,False,False,CE,casa_padrao
casa,Fortaleza,São Gerardo,130.0,3.0,3.0,3.0,0.0,8.0,800000.0,-3.729802,-38.560372,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim das Oliveiras,280.0,4.0,5.0,4.0,0.0,4.0,799999.0,-3.786,-38.479,False,False,False,False,True,True,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Amadeu Furtado,430.0,5.0,5.0,4.0,1.0,4.0,990000.0,-3.74486,-38.556902,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Parque Dois Irmãos,150.0,3.0,3.0,2.0,0.0,3.0,349900.0,-3.818605,-38.541038,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,108.0,3.0,3.0,3.0,0.0,2.0,370000.0,-3.807522,-38.543447,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Rodolfo Teófilo,66.0,4.0,2.0,1.0,0.0,1.0,600000.0,-3.747501,-38.55077,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Montese,340.0,4.0,2.0,2.0,0.0,3.0,585000.0,-3.767,-38.552,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,120.0,3.0,2.0,2.0,0.0,2.0,399000.0,-3.811399,-38.559757,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,95.0,3.0,3.0,2.0,0.0,2.0,275000.0,-3.810467,-38.570339,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Prefeito José Walter,130.0,3.0,3.0,1.0,0.0,3.0,260000.0,-3.82842,-38.559462,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Benfica,188.0,4.0,4.0,4.0,0.0,3.0,600000.0,-3.738296,-38.537506,False,False,False,False,True,False,False,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,180.0,3.0,4.0,3.0,0.0,1.0,550000.0,-3.771871,-38.471653,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Vila União,320.0,3.0,2.0,2.0,0.0,3.0,800000.0,-3.767,-38.536,False,True,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Itaoca,117.0,2.0,3.0,2.0,0.0,2.0,350000.0,-3.775158,-38.559536,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,São Gerardo,170.0,3.0,7.0,3.0,0.0,2.0,475000.0,-3.730375,-38.56173,False,False,False,False,False,False,True,True,False,False,True,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,260.0,3.0,6.0,3.0,0.0,4.0,1100000.0,-3.786011,-38.462313,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Jardim América,150.0,4.0,3.0,2.0,0.0,2.0,600000.0,-3.755379,-38.544182,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,José de Alencar,320.0,4.0,5.0,3.0,0.0,6.0,1290000.0,-3.802,-38.478,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Serrinha,430.0,3.0,3.0,2.0,0.0,2.0,510000.0,-3.787,-38.543,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Papicu,180.0,3.0,3.0,1.0,0.0,7.0,650000.0,-3.735436,-38.475428,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Mondubim,72.0,2.0,2.0,1.0,0.0,2.0,290000.0,-3.810492,-38.570266,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Montese,200.0,4.0,3.0,2.0,0.0,3.0,400000.0,-3.759,-38.551,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Prefeito José Walter,200.0,2.0,3.0,2.0,0.0,2.0,220000.0,-3.835308,-38.550633,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Lagoa Redonda,84.0,3.0,2.0,1.0,0.0,2.0,369000.0,-3.833823,-38.462508,False,False,False,True,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,328.0,4.0,5.0,4.0,0.0,5.0,1250000.0,-3.784962,-38.458193,False,False,False,True,True,False,True,True,False,False,False,CE,casa_padrao
casa,Fortaleza,São Bento,245.0,4.0,5.0,4.0,0.0,4.0,760000.0,-3.851,-38.479,False,False,True,True,True,False,True,False,False,False,True,CE,casa_padrao
