tipo,cidade,bairro,area_m2,quartos,banheiros,suites,andar,vagas,preco,latitude,longitude,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,estado,tipo_imovel_padronizado
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,120.0,3.0,4.0,3.0,1.0,3.0,1300000.0,-3.783,-38.487,False,False,False,True,True,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,148.0,3.0,3.0,3.0,5.0,2.0,495000.0,-3.740525,-38.495008,True,False,True,False,False,True,True,False,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,136.0,3.0,5.0,3.0,0.0,3.0,1450000.0,-3.7456,-38.475405,False,False,False,True,False,False,False,True,True,False,False,CE,apartamento_padrao
casa,Fortaleza,Engenheiro Luciano Cavalcante,477.0,7.0,15.0,6.0,0.0,12.0,3000000.0,-3.779371,-38.486836,False,False,False,False,False,False,True,False,False,False,True,CE,casa_padrao
apartamento,Fortaleza,Cocó,230.0,3.0,5.0,3.0,0.0,4.0,2890000.0,-3.729,-38.478,True,False,False,True,True,False,True,True,True,True,False,CE,apartamento_padrao
casa,Fortaleza,Parque Manibura,281.0,5.0,4.0,2.0,0.0,5.0,890000.0,-3.788076,-38.493369,True,False,False,True,False,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Aldeota,59.0,2.0,2.0,1.0,5.0,1.0,540000.0,-3.72933,-38.500321,False,False,False,False,False,True,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,74.0,3.0,2.0,2.0,0.0,2.0,715000.0,-3.77535,-38.48645,False,False,False,True,True,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cajazeiras,30.0,1.0,1.0,1.0,3.0,1.0,33000.0,-3.809243,-38.511184,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Mucuripe,250.0,4.0,4.0,4.0,0.0,4.0,3600000.0,-3.724,-38.485,True,True,True,True,True,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,80.0,2.0,3.0,2.0,0.0,2.0,749000.0,-3.746082,-38.47104,True,False,True,True,False,False,False,True,False,False,True,CE,apartamento_padrao
casa,Fortaleza,Sapiranga-Coité,330.0,5.0,5.0,4.0,0.0,4.0,800000.0,-3.79,-38.466,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Cocó,82.0,3.0,2.0,2.0,0.0,2.0,590000.0,-3.744321,-38.479021,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,112.0,3.0,5.0,3.0,0.0,0.0,650000.0,-3.776162,-38.489372,False,False,False,True,True,False,True,False,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Passaré,44.0,2.0,2.0,1.0,4.0,1.0,314700.0,-3.815426,-38.524151,True,False,False,True,True,False,False,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Barroso,45.0,2.0,2.0,1.0,2.0,0.0,287000.0,-3.815052,-38.512696,True,False,True,True,False,False,False,True,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,66.0,3.0,2.0,1.0,0.0,1.0,676000.0,-3.746478,-38.46902,False,False,False,True,False,False,True,False,False,False,True,CE,apartamento_padrao
casa,Fortaleza,Cambeba,275.0,4.0,4.0,4.0,0.0,4.0,1500000.0,-3.813,-38.482,True,False,True,True,False,False,False,True,False,False,False,CE,casa_padrao
casa,Fortaleza,Rachel de Queiroz,125.0,3.0,3.0,2.0,0.0,1.0,880000.0,-3.804052,-38.554414,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,186.0,4.0,5.0,4.0,0.0,4.0,1990000.0,-3.768715,-38.491841,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,100.0,3.0,3.0,3.0,0.0,2.0,890000.0,-3.746,-38.471,False,False,True,False,False,False,True,True,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,70.0,3.0,3.0,2.0,0.0,2.0,620000.0,-3.776732,-38.490734,True,False,False,True,True,False,True,True,True,False,False,CE,apartamento_padrao
casa,Fortaleza,Prefeito José Walter,160.0,4.0,5.0,4.0,0.0,4.0,820000.0,-3.785422,-38.547221,False,False,True,True,False,True,True,False,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,341.0,4.0,5.0,4.0,0.0,6.0,4980000.0,-3.731897,-38.494578,True,True,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,50.0,1.0,1.0,1.0,0.0,2.0,730400.0,-3.728673,-38.496066,False,False,False,True,False,False,True,False,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,122.0,3.0,3.0,3.0,0.0,4.0,1100000.0,-3.744334,-38.493006,True,False,True,False,False,True,True,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,39.0,1.0,1.0,1.0,0.0,1.0,600000.0,-3.728786,-38.496097,True,True,False,True,False,False,False,True,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Dionísio Torres,50.0,2.0,2.0,2.0,0.0,0.0,762000.0,-3.744489,-38.502574,False,False,False,True,True,True,True,True,True,False,False,CE,apartamento_padrao
casa,Fortaleza,Cajazeiras,288.0,4.0,4.0,3.0,0.0,4.0,550000.0,-3.803145,-38.506107,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Cocó,177.0,4.0,4.0,3.0,0.0,3.0,2200000.0,-3.749693,-38.467468,False,False,False,True,True,False,False,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Parque Iracema,122.0,3.0,4.0,3.0,0.0,2.0,1100000.0,-3.805,-38.497,True,False,False,True,True,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Praia de Iracema,72.0,3.0,5.0,2.0,0.0,2.0,1150000.0,-3.721608,-38.517022,False,False,True,False,False,False,True,True,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Mucuripe,106.0,3.0,3.0,2.0,6.0,2.0,850000.0,-3.72883,-38.48721,True,False,True,True,True,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Eusébio,Itaoca,52.0,2.0,2.0,1.0,0.0,1.0,310000.0,-3.773376,-38.556442,False,False,True,True,False,False,True,True,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Lagoa Redonda,57.0,2.0,2.0,1.0,4.0,2.0,260000.0,-3.831921,-38.463285,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao
casa,Fortaleza,Cidade dos Funcionários,161.0,4.0,4.0,4.0,0.0,3.0,603000.0,-3.78978,-38.502033,False,False,False,False,False,False,True,True,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Aldeota,133.0,3.0,5.0,3.0,0.0,3.0,1710463.0,-3.741141,-38.502884,True,False,True,True,True,True,True,True,True,True,False,CE,apartamento_padrao
casa,Fortaleza,Jardim das Oliveiras,167.0,4.0,6.0,4.0,0.0,12.0,700000.0,-3.784687,-38.495842,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Aldeota,117.0,3.0,4.0,3.0,0.0,3.0,1480000.0,-3.736,-38.494,False,False,False,True,True,True,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,339.0,4.0,5.0,4.0,0.0,6.0,4500000.0,-3.725626,-38.508484,True,True,False,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Paupina,44.0,2.0,2.0,1.0,3.0,2.0,248000.0,-3.851,-38.489,False,False,False,True,False,False,False,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,63.0,3.0,2.0,1.0,0.0,2.0,530000.0,-3.733673,-38.500042,True,False,True,False,False,False,False,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,55.0,2.0,2.0,2.0,6.0,1.0,621100.0,-3.770168,-38.491334,False,False,False,False,False,False,True,True,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,72.0,3.0,2.0,2.0,0.0,2.0,650000.0,-3.772999,-38.48465,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,134.0,3.0,4.0,3.0,0.0,3.0,1450000.0,-3.771573,-38.48606,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,68.0,2.0,2.0,2.0,0.0,1.0,940000.0,-3.726968,-38.498426,False,True,True,False,False,False,True,False,False,False,False,CE,kitchenette_studio
casa,Fortaleza,Sapiranga-Coité,212.0,4.0,5.0,4.0,0.0,4.0,940000.0,-3.790583,-38.462679,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Edson Queiroz,191.0,4.0,5.0,4.0,0.0,3.0,1100000.0,-3.786532,-38.468794,True,False,True,True,False,False,True,False,True,False,False,CE,casa_padrao
apartamento,Fortaleza,Passaré,53.0,2.0,2.0,1.0,0.0,1.0,285000.0,-3.813551,-38.522302,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Aquiraz,Parque Iracema,130.0,3.0,3.0,3.0,0.0,2.0,1390000.0,-3.805,-38.497,False,False,True,True,True,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,131.0,3.0,4.0,3.0,1.0,3.0,1511000.0,-3.746545,-38.468985,False,False,False,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Guararapes,138.0,4.0,5.0,3.0,0.0,3.0,1900000.0,-3.763354,-38.491149,False,False,False,True,False,False,True,True,False,False,True,CE,apartamento_padrao
casa,Fortaleza,Parque Dois Irmãos,495.0,4.0,3.0,2.0,0.0,5.0,1000000.0,-3.81486,-38.542266,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Centro,95.0,3.0,3.0,2.0,0.0,2.0,870000.0,-3.735152,-38.518047,False,False,False,True,False,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,83.0,3.0,3.0,2.0,0.0,2.0,900000.0,-3.746682,-38.467414,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Centro,85.0,3.0,3.0,2.0,21.0,2.0,849900.0,-3.735152,-38.518047,False,True,False,True,True,False,True,True,True,False,True,CE,apartamento_padrao
casa,Fortaleza,José de Alencar,121.0,3.0,3.0,3.0,0.0,2.0,629000.0,-3.816,-38.477,False,False,True,True,True,False,False,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Mucuripe,51.0,1.0,1.0,1.0,0.0,1.0,725000.0,-3.720149,-38.476817,True,True,True,True,False,False,True,True,False,False,False,CE,kitchenette_studio
casa,Fortaleza,Maraponga,600.0,4.0,5.0,3.0,0.0,5.0,1800000.0,-3.792312,-38.566257,False,False,False,True,False,False,False,False,False,False,True,CE,casa_padrao
apartamento,Fortaleza,Cocó,119.0,3.0,4.0,3.0,0.0,3.0,1626378.0,-3.742,-38.483,False,False,False,True,True,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Fátima,70.0,3.0,2.0,1.0,0.0,2.0,720000.0,-3.739668,-38.529478,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,142.0,2.0,3.0,2.0,0.0,4.0,2190000.0,-3.776727,-38.483077,False,False,False,True,False,False,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,74.0,2.0,2.0,2.0,0.0,2.0,780000.0,-3.772205,-38.493758,True,False,True,True,True,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Joaquim Távora,65.0,3.0,2.0,2.0,0.0,2.0,750000.0,-3.738876,-38.520063,True,False,True,True,True,False,False,False,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,83.0,3.0,3.0,2.0,0.0,2.0,890000.0,-3.746682,-38.467414,False,False,False,True,False,True,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Dionísio Torres,219.0,4.0,5.0,4.0,0.0,4.0,3500000.0,-3.7458,-38.497654,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,194.0,4.0,4.0,3.0,17.0,3.0,1600000.0,-3.729,-38.507,True,True,False,True,True,True,True,False,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,204.0,3.0,4.0,3.0,16.0,4.0,3400000.0,-3.732,-38.495,False,False,False,True,False,True,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,112.0,3.0,4.0,3.0,0.0,2.0,1080000.0,-3.74795,-38.470229,False,False,False,True,True,False,True,True,True,False,False,CE,apartamento_padrao
casa,Fortaleza,Maraponga,223.0,4.0,4.0,4.0,0.0,2.0,1950000.0,-3.789384,-38.560734,True,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Meireles,202.0,3.0,3.0,3.0,0.0,0.0,3100000.0,-3.732,-38.495,False,False,True,True,True,False,True,True,False,False,False,CE,apartamento_padrao
casa,Fortaleza,Edson Queiroz,245.0,4.0,4.0,3.0,2.0,7.0,1300000.0,-3.788162,-38.473134,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Praia do Futuro II,53.0,2.0,2.0,1.0,0.0,1.0,468000.0,-3.76,-38.441,False,False,True,True,True,True,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,301.0,4.0,5.0,4.0,0.0,5.0,4684482.0,-3.731154,-38.497481,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Guararapes,72.0,3.0,2.0,2.0,5.0,2.0,760000.0,-3.759985,-38.486736,True,False,True,True,False,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Dionísio Torres,118.0,4.0,4.0,3.0,0.0,2.0,1395000.0,-3.743957,-38.504818,False,False,False,True,False,True,True,False,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,165.0,3.0,5.0,3.0,0.0,3.0,1999000.0,-3.744661,-38.480954,False,False,False,False,False,True,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,150.0,4.0,4.0,4.0,0.0,2.0,1950000.0,-3.742,-38.499,False,False,False,True,True,True,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,De Lourdes,126.0,3.0,5.0,3.0,0.0,2.0,720000.0,-3.746889,-38.463088,False,True,False,False,False,False,True,False,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,100.0,4.0,4.0,4.0,0.0,2.0,870000.0,-3.746082,-38.47104,False,False,False,True,False,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,123.0,3.0,3.0,3.0,0.0,1.0,1300000.0,-3.746894,-38.474032,True,False,True,True,True,True,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Praia do Futuro II,48.0,2.0,2.0,2.0,0.0,1.0,367775.0,-3.736121,-38.456522,False,False,False,True,False,False,True,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,63.0,2.0,2.0,1.0,0.0,1.0,650000.0,-3.744537,-38.492261,True,False,False,False,False,False,False,True,True,True,False,CE,apartamento_padrao
casa,Fortaleza,Itaperi,457.0,4.0,3.0,2.0,0.0,5.0,550000.0,-3.786,-38.555,False,False,False,False,False,False,False,False,False,False,True,CE,casa_padrao
apartamento,Fortaleza,Meireles,211.0,3.0,4.0,3.0,0.0,3.0,1250000.0,-3.728958,-38.494433,False,False,False,True,True,False,False,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,120.0,3.0,5.0,3.0,0.0,3.0,1600000.0,-3.736601,-38.503212,True,False,True,True,True,False,False,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Parque Dois Irmãos,55.0,2.0,2.0,1.0,3.0,1.0,300000.0,-3.812409,-38.553204,False,False,True,True,False,False,True,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,83.0,3.0,4.0,3.0,2.0,2.0,901400.0,-3.74234,-38.487114,True,True,False,True,True,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,146.0,3.0,5.0,3.0,0.0,3.0,1500000.0,-3.768715,-38.491841,False,False,False,True,True,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Varjota,86.0,3.0,3.0,3.0,0.0,2.0,955000.0,-3.728,-38.487,False,False,False,True,False,False,False,False,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,153.0,3.0,3.0,3.0,0.0,3.0,1950000.0,-3.740829,-38.504023,True,False,True,True,True,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Benfica,55.0,2.0,2.0,1.0,0.0,1.0,6090000.0,-3.740924,-38.534417,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,127.0,3.0,3.0,2.0,0.0,2.0,720000.0,-3.734,-38.513,False,False,True,False,False,False,False,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Edson Queiroz,71.0,3.0,2.0,2.0,0.0,0.0,724139.0,-3.772,-38.474,False,False,False,True,True,False,True,True,False,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,146.0,3.0,4.0,3.0,9.0,3.0,1995000.0,-3.768715,-38.491841,True,False,True,True,True,False,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Edson Queiroz,130.0,3.0,3.0,3.0,0.0,2.0,610000.0,-3.787505,-38.47106,False,False,False,False,True,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Meireles,84.0,2.0,3.0,1.0,7.0,1.0,780000.0,-3.727,-38.49,True,False,False,False,False,False,True,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,95.0,3.0,3.0,3.0,2.0,2.0,1325527.0,-3.746561,-38.494008,False,False,False,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,69.0,3.0,2.0,1.0,0.0,2.0,685000.0,-3.778243,-38.485876,True,False,False,True,False,False,False,True,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,164.0,3.0,5.0,3.0,0.0,2.0,1450000.0,-3.727236,-38.500064,True,True,False,False,True,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Fátima,90.0,3.0,3.0,2.0,14.0,2.0,900000.0,-3.747919,-38.536369,True,False,False,True,False,False,True,True,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,225.0,3.0,5.0,3.0,6.0,3.0,1990000.0,-3.732336,-38.494006,True,False,False,False,False,True,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,27.0,1.0,1.0,1.0,10.0,1.0,519000.0,-3.736908,-38.499416,False,False,False,True,True,False,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Messejana,48.0,2.0,2.0,1.0,3.0,1.0,270000.0,-3.822884,-38.485333,False,False,False,True,False,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Dias Macedo,50.0,2.0,2.0,1.0,1.0,1.0,229000.0,-3.787,-38.524,False,False,False,False,False,False,False,False,True,False,False,CE,apartamento_padrao
casa,Fortaleza,Jardim das Oliveiras,127.0,3.0,3.0,1.0,0.0,2.0,620000.0,-3.784076,-38.494261,False,False,True,True,True,False,False,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Parquelândia,83.0,3.0,2.0,2.0,0.0,2.0,772175.0,-3.73581,-38.559782,False,False,True,True,False,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Tauape,222.0,4.0,4.0,3.0,0.0,2.0,990000.0,-3.750014,-38.493276,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Praia do Futuro I,340.0,5.0,6.0,5.0,0.0,6.0,1300000.0,-3.736,-38.455,False,True,False,True,False,False,True,False,True,False,False,CE,cobertura
apartamento,Fortaleza,Meireles,305.0,4.0,6.0,4.0,0.0,4.0,2100000.0,-3.729758,-38.495452,False,True,False,True,False,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Barroso,42.0,2.0,2.0,1.0,0.0,1.0,235000.0,-3.815042,-38.512909,False,False,True,True,False,False,False,False,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,156.0,4.0,5.0,3.0,0.0,3.0,950000.0,-3.740802,-38.5017,False,False,False,False,False,False,False,False,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,85.0,3.0,3.0,2.0,0.0,2.0,850000.0,-3.735152,-38.518047,False,True,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,273.0,4.0,4.0,3.0,0.0,4.0,1750000.0,-3.726665,-38.501954,True,True,False,True,False,False,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Mondubim,300.0,3.0,3.0,3.0,0.0,12.0,1649990.0,-3.834,-38.563,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Parque Manibura,650.0,3.0,4.0,3.0,0.0,5.0,2200000.0,-3.79442,-38.490033,False,False,False,True,True,False,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Manuel Dias Branco,90.0,2.0,3.0,2.0,0.0,2.0,900000.0,-3.752526,-38.455047,True,False,False,True,True,True,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Edson Queiroz,199.0,4.0,9.0,4.0,0.0,4.0,740000.0,-3.786214,-38.460271,False,False,False,False,True,False,True,False,False,False,True,CE,casa_padrao
apartamento,Fortaleza,Guararapes,165.0,3.0,4.0,3.0,0.0,3.0,1900000.0,-3.760041,-38.485628,True,False,False,True,False,True,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Edson Queiroz,162.0,4.0,4.0,4.0,0.0,4.0,715000.0,-3.784079,-38.462808,False,False,False,True,False,True,True,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Guararapes,165.0,3.0,3.0,3.0,0.0,3.0,2100000.0,-3.766,-38.487,False,False,False,True,True,False,False,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,97.0,3.0,4.0,2.0,0.0,2.0,1200000.0,-3.747536,-38.476087,True,False,True,True,False,True,True,True,True,False,False,CE,apartamento_padrao
apartamento,Eusébio,Itaoca,52.0,2.0,2.0,1.0,0.0,1.0,340000.0,-3.769588,-38.555086,False,False,True,True,False,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Papicu,70.0,3.0,2.0,1.0,0.0,1.0,590000.0,-3.739,-38.48,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,Boa Vista/Castelão,272.0,3.0,3.0,1.0,0.0,0.0,690000.0,-3.80381,-38.521822,False,False,False,False,False,False,True,False,False,False,False,CE,casa_padrao
casa,Fortaleza,Messejana,586.0,4.0,5.0,4.0,0.0,10.0,1500000.0,-3.827,-38.493,False,False,False,True,False,False,False,False,False,False,True,CE,casa_padrao
casa,Fortaleza,Jardim das Oliveiras,580.0,5.0,4.0,4.0,0.0,8.0,700000.0,-3.784,-38.495,False,False,False,True,True,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Meireles,146.0,3.0,3.0,3.0,0.0,2.0,850000.0,-3.729,-38.5,True,False,False,True,True,False,True,False,True,False,True,CE,apartamento_padrao
casa,Fortaleza,Lagoa Redonda,187.0,3.0,4.0,3.0,0.0,4.0,1070000.0,-3.81,-38.462,True,False,True,True,True,False,False,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,124.0,4.0,4.0,3.0,0.0,0.0,690000.0,-3.740049,-38.509708,False,False,False,False,False,False,False,False,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,256.0,4.0,4.0,4.0,2.0,4.0,4412452.0,-3.728,-38.501,False,True,False,True,True,True,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Aldeota,67.0,3.0,2.0,1.0,0.0,2.0,530000.0,-3.733673,-38.500042,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Guararapes,107.0,3.0,3.0,3.0,4.0,2.0,580000.0,-3.761725,-38.48401,True,False,True,True,True,False,False,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Mondubim,64.0,3.0,2.0,1.0,0.0,1.0,470000.0,-3.809,-38.572,True,False,True,True,True,False,True,True,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,117.0,3.0,4.0,3.0,0.0,3.0,1660000.0,-3.748486,-38.468961,True,False,True,True,True,True,True,False,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Jacarecanga,74.0,3.0,2.0,2.0,0.0,2.0,450000.0,-3.719572,-38.54407,True,False,True,True,False,False,True,True,True,True,False,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,48.0,2.0,1.0,1.0,0.0,1.0,839000.0,-3.726,-38.499,True,False,True,True,False,True,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,45.0,2.0,1.0,1.0,12.0,1.0,534291.0,-3.770168,-38.491334,True,False,False,False,False,False,False,True,True,True,True,CE,apartamento_padrao
casa,Fortaleza,São Gerardo,284.0,7.0,4.0,2.0,0.0,1.0,629000.0,-3.729035,-38.564803,False,False,False,False,False,False,False,False,False,False,False,CE,casa_padrao
apartamento,Fortaleza,Vicente Pinzon,200.0,3.0,4.0,3.0,9.0,3.0,1190000.0,-3.730891,-38.458353,False,True,False,True,True,False,False,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,117.0,2.0,3.0,2.0,0.0,2.0,1390000.0,-3.772292,-38.485393,True,False,False,True,False,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Meireles,183.0,3.0,5.0,3.0,10.0,4.0,2100000.0,-3.727224,-38.507856,False,False,False,False,False,True,True,False,False,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,119.0,3.0,3.0,3.0,0.0,0.0,998000.0,-3.773,-38.491,False,False,False,True,True,False,True,True,True,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,62.0,2.0,1.0,1.0,5.0,1.0,760000.0,-3.745324,-38.48181,False,False,False,True,True,False,True,True,True,False,False,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,105.0,2.0,2.0,2.0,4.0,2.0,1490000.0,-3.746,-38.468,False,False,True,True,True,False,True,True,True,False,True,CE,apartamento_padrao
apartamento,Fortaleza,Edson Queiroz,54.0,2.0,2.0,2.0,0.0,1.0,648200.0,-3.775367,-38.477976,True,False,True,True,False,False,True,True,False,True,True,CE,apartamento_padrao
apartamento,Fortaleza,Cocó,54.0,2.0,2.0,1.0,1.0,1.0,657000.0,-3.746452,-38.469101,False,False,False,True,False,False,True,True,False,True,True,CE,apartamento_padrao
