model_key,modelo,rmse,mae,r2,best_params
svr,SVR,801496.352402003,492965.0129615224,-0.07286957544562211,"{'kernel': 'poly', 'C': 73.58174688831143, 'epsilon': 0.043022787463935196, 'gamma': 'scale'}"
